"dataset","configuration","seed","logit_source","calibration","temperature","test_samples","accuracy_pct","ece15_pct","nll","multiclass_brier","aurc"
"Agri-Foundation-145k","flat","2035","native_manifest_val_test_logits","temperature_scaled","2.1907508210317888","29041","92.29709720739643","1.8332674019180963","0.3087187993225044","0.11274963015707155","0.007049765914249066"
"Agri-Foundation-145k","dual_none","2031","native_manifest_val_test_logits","raw","1.0","29041","92.05950208326159","5.488057915227196","0.45724022517424073","0.1302364321568286","0.00724447953236997"
"Agri-Foundation-145k","dual_none","2031","native_manifest_val_test_logits","temperature_scaled","2.093851484498341","29041","92.05950208326159","1.65710734043782","0.300459267576672","0.11316309703946645","0.007237658873788749"
"Agri-Foundation-145k","dual_none","2032","native_manifest_val_test_logits","raw","1.0","29041","92.39006921249269","5.39635100504316","0.46216743563945223","0.1270280322249137","0.007026310723013616"
"Agri-Foundation-145k","dual_none","2032","native_manifest_val_test_logits","temperature_scaled","2.1635106608129617","29041","92.39006921249269","1.673146481028913","0.2939031108120062","0.11061472692527022","0.007047603956903705"
"Agri-Foundation-145k","dual_none","2033","native_manifest_val_test_logits","raw","1.0","29041","92.42794669605041","5.343504887434611","0.45940033468203745","0.12618252588491832","0.00678392415762588"
"Agri-Foundation-145k","dual_none","2033","native_manifest_val_test_logits","temperature_scaled","2.169868612194525","29041","92.42794669605041","1.62074367954823","0.2928578640583051","0.109760198876289","0.006811822130941447"
"Agri-Foundation-145k","dual_none","2034","native_manifest_val_test_logits","raw","1.0","29041","92.24888950105023","5.44089180257661","0.46128027740096456","0.12842891923567865","0.00705490113207694"
"Agri-Foundation-145k","dual_none","2034","native_manifest_val_test_logits","temperature_scaled","2.146096349456295","29041","92.24888950105023","1.4715619016549528","0.2972702176751005","0.11172361807822435","0.007048678985054483"
"Agri-Foundation-145k","dual_none","2035","native_manifest_val_test_logits","raw","1.0","29041","92.19035157191556","5.53916217520878","0.4680829855829144","0.12910712736831956","0.006946600792870476"
