category,seeds,count_mean,count_sd,pct_all_test_images_mean,pct_of_disagreements_mean
both_hosts_wrong,10,114.7,6.290204024248075,0.3949588512792259,34.541595007855385
condition_host_correct_host_wrong,10,88.9,5.4456914671651715,0.30611893529837125,26.80115830377124
host_correct_condition_host_wrong,10,128.7,12.737084962161996,0.4431665576254261,38.65724668837338
prediction_changed,10,332.3,14.996666296213968,1.1442443442030235,100.0
top1_gained_by_tci,10,79.1,9.421606374003675,0.27237354085603116,23.756938819133175
top1_lost_by_tci,10,74.4,4.623610902506588,0.2561895251540925,22.415747434710347
