configuration,seeds,standard_accuracy_pct_mean,standard_accuracy_pct_sd,standard_macro_f1_pct_mean,standard_macro_f1_pct_sd,standard_cher_pct_mean,standard_cher_pct_sd,oracle_accuracy_pct_mean,oracle_accuracy_pct_sd,oracle_macro_f1_pct_mean,oracle_macro_f1_pct_sd,oracle_accuracy_gain_pp_mean,oracle_accuracy_gain_pp_sd,oracle_macro_f1_gain_pp_mean,oracle_macro_f1_gain_pp_sd
flat,10,92.15075238455975,0.16395707316455377,62.64504309013286,0.6397317596228461,3.3211666264935777,0.09741118172596867,94.44475052511966,0.132411347813084,73.24595687272272,0.5320058563324379,2.293998140559901,0.06595221811718996,10.600913782589867,0.5213195559485684
dual_none,10,92.27127165042526,0.11760635899547923,63.216190771746895,0.7911678259274719,3.138321683137633,0.07614006732095037,94.45576942942736,0.0780244046470976,73.44834074965146,0.5390838866796488,2.1844977790021,0.05681796440472597,10.23214997790458,0.38241942877075724
