"dataset","configuration","seed","calibration","nonempty_bin_index","mean_confidence","observed_accuracy","sample_fraction"
"NPD-Rice-COCO-43","dual_none","2028","temperature_scaled","8","0.9045411117663352","0.9259259259259259","0.008678881388621022"
"NPD-Rice-COCO-43","dual_none","2028","temperature_scaled","9","0.9992157968535893","0.9982494529540481","0.9793206900246437"
"NPD-Rice-COCO-43","dual_none","2029","raw","0","0.4546245803368488","0.25","0.0004285867352405443"
"NPD-Rice-COCO-43","dual_none","2029","raw","1","0.515898567808192","0.5","0.0004285867352405443"
"NPD-Rice-COCO-43","dual_none","2029","raw","2","0.5780386529344534","0.75","0.0004285867352405443"
"NPD-Rice-COCO-43","dual_none","2029","raw","3","0.6377287875782275","0.75","0.0008571734704810886"
"NPD-Rice-COCO-43","dual_none","2029","raw","4","0.7013361271314077","0.3333333333333333","0.0006428801028608164"
"NPD-Rice-COCO-43","dual_none","2029","raw","5","0.7760827403204054","0.625","0.0008571734704810886"
"NPD-Rice-COCO-43","dual_none","2029","raw","6","0.8379692728104831","0.5789473684210527","0.0020357869923925856"
"NPD-Rice-COCO-43","dual_none","2029","raw","7","0.9033242429578939","0.6666666666666666","0.0022500803600128574"
"NPD-Rice-COCO-43","dual_none","2029","raw","8","0.9996433387328817","0.9969759153256291","0.99207114539805"
"NPD-Rice-COCO-43","dual_none","2029","temperature_scaled","0","0.3779128885264207","0.25","0.0004285867352405443"
"NPD-Rice-COCO-43","dual_none","2029","temperature_scaled","1","0.44608499590651324","0.75","0.0004285867352405443"
"NPD-Rice-COCO-43","dual_none","2029","temperature_scaled","2","0.49853036445014054","0.75","0.0008571734704810886"
"NPD-Rice-COCO-43","dual_none","2029","temperature_scaled","3","0.5636176162111508","0.4444444444444444","0.0009643201542912247"
"NPD-Rice-COCO-43","dual_none","2029","temperature_scaled","4","0.6422975161796188","0.45454545454545453","0.0011786135219114969"
"NPD-Rice-COCO-43","dual_none","2029","temperature_scaled","5","0.698606084153673","0.6","0.0021429336762027215"
"NPD-Rice-COCO-43","dual_none","2029","temperature_scaled","6","0.7551965204568757","0.65","0.0021429336762027215"
"NPD-Rice-COCO-43","dual_none","2029","temperature_scaled","7","0.8403670787139291","0.9574468085106383","0.005035894139076395"
"NPD-Rice-COCO-43","dual_none","2029","temperature_scaled","8","0.9064093222751537","0.8918918918918919","0.00792885460195007"
"NPD-Rice-COCO-43","dual_none","2029","temperature_scaled","9","0.9993216610340077","0.9982486865148862","0.9788921032894032"
"NPD-Rice-COCO-43","dual_none","2030","raw","0","0.4302454061227499","0.0","0.00010714668381013607"
"NPD-Rice-COCO-43","dual_none","2030","raw","1","0.5208626687056901","0.25","0.0004285867352405443"
"NPD-Rice-COCO-43","dual_none","2030","raw","2","0.5624209464943043","0.5454545454545454","0.0011786135219114969"
"NPD-Rice-COCO-43","dual_none","2030","raw","3","0.6400913692311321","0.3","0.0010714668381013607"
"NPD-Rice-COCO-43","dual_none","2030","raw","4","0.700424200098476","0.6","0.0010714668381013607"
"NPD-Rice-COCO-43","dual_none","2030","raw","5","0.7729131372629631","0.5454545454545454","0.0011786135219114969"
"NPD-Rice-COCO-43","dual_none","2030","raw","6","0.834826989703651","1.0","0.0011786135219114969"
"NPD-Rice-COCO-43","dual_none","2030","raw","7","0.9055477523002113","0.875","0.0034286938819243543"
"NPD-Rice-COCO-43","dual_none","2030","raw","8","0.9995532290682024","0.9971870604781997","0.9903567984570878"
"NPD-Rice-COCO-43","dual_none","2030","temperature_scaled","0","0.3896288088241035","0.0","0.00010714668381013607"
"NPD-Rice-COCO-43","dual_none","2030","temperature_scaled","1","0.4605822901933587","0.5","0.00021429336762027214"
"NPD-Rice-COCO-43","dual_none","2030","temperature_scaled","2","0.4999064816042038","0.5384615384615384","0.001392906889531769"
"NPD-Rice-COCO-43","dual_none","2030","temperature_scaled","3","0.5696561983878682","0.3333333333333333","0.0019286403085824494"
"NPD-Rice-COCO-43","dual_none","2030","temperature_scaled","4","0.6292493708848583","0.6","0.0010714668381013607"
"NPD-Rice-COCO-43","dual_none","2030","temperature_scaled","5","0.7102240702128395","0.9230769230769231","0.001392906889531769"
"NPD-Rice-COCO-43","dual_none","2030","temperature_scaled","6","0.7721118661190903","0.9545454545454546","0.0023572270438229938"
"NPD-Rice-COCO-43","dual_none","2030","temperature_scaled","7","0.8375642555805631","0.8780487804878049","0.004393014036215579"
"NPD-Rice-COCO-43","dual_none","2030","temperature_scaled","8","0.9031000614426015","0.8395061728395061","0.008678881388621022"
"NPD-Rice-COCO-43","dual_none","2030","temperature_scaled","9","0.9992902973775878","0.9987954445904511","0.9784635165541626"
"NPD-Rice-COCO-43","dual_none","2031","raw","0","0.3739466351109743","1.0","0.00010714668381013607"
"NPD-Rice-COCO-43","dual_none","2031","raw","1","0.44981167336901234","0.5","0.00021429336762027214"
"NPD-Rice-COCO-43","dual_none","2031","raw","2","0.5077907945297417","0.4","0.0005357334190506804"
"NPD-Rice-COCO-43","dual_none","2031","raw","3","0.5666809372146648","0.5","0.0008571734704810886"
"NPD-Rice-COCO-43","dual_none","2031","raw","4","0.6376091215054865","0.5333333333333333","0.0016072002571520412"
"NPD-Rice-COCO-43","dual_none","2031","raw","5","0.7051553866727114","0.5714285714285714","0.0007500267866709525"
"NPD-Rice-COCO-43","dual_none","2031","raw","6","0.7580021604474966","0.5","0.0008571734704810886"
"NPD-Rice-COCO-43","dual_none","2031","raw","7","0.8357233431003521","0.7857142857142857","0.001500053573341905"
"NPD-Rice-COCO-43","dual_none","2031","raw","8","0.9065268659871478","0.7368421052631579","0.0020357869923925856"
"NPD-Rice-COCO-43","dual_none","2031","raw","9","0.9996198394946757","0.9972984655284202","0.9915354119789993"
"NPD-Rice-COCO-43","dual_none","2031","temperature_scaled","0","0.31174928560538057","1.0","0.00010714668381013607"
"NPD-Rice-COCO-43","dual_none","2031","temperature_scaled","1","0.3550218814818008","0.5","0.00021429336762027214"
"NPD-Rice-COCO-43","dual_none","2031","temperature_scaled","2","0.4636181810659576","0.0","0.00021429336762027214"
"NPD-Rice-COCO-43","dual_none","2031","temperature_scaled","3","0.5073706055577817","0.42857142857142855","0.001500053573341905"
"NPD-Rice-COCO-43","dual_none","2031","temperature_scaled","4","0.5668169775505632","0.6666666666666666","0.0019286403085824494"
"NPD-Rice-COCO-43","dual_none","2031","temperature_scaled","5","0.6352249916208509","0.4","0.0010714668381013607"
"NPD-Rice-COCO-43","dual_none","2031","temperature_scaled","6","0.693433635479883","0.9166666666666666","0.0012857602057216328"
"NPD-Rice-COCO-43","dual_none","2031","temperature_scaled","7","0.7727237110979751","0.7222222222222222","0.0019286403085824494"
"NPD-Rice-COCO-43","dual_none","2031","temperature_scaled","8","0.8357323250997165","0.8260869565217391","0.0024643737276331297"
"NPD-Rice-COCO-43","dual_none","2031","temperature_scaled","9","0.902697267823199","0.891566265060241","0.008893174756241294"
"NPD-Rice-COCO-43","dual_none","2031","temperature_scaled","10","0.9991235354108536","0.9985792349726776","0.9803921568627451"
"NPD-Rice-COCO-43","dual_none","2032","raw","0","0.35155662948001504","1.0","0.00010714668381013607"
"NPD-Rice-COCO-43","dual_none","2032","raw","1","0.4367905290436195","0.0","0.00021429336762027214"
"NPD-Rice-COCO-43","dual_none","2032","raw","2","0.5083701894206708","0.42857142857142855","0.0007500267866709525"
"NPD-Rice-COCO-43","dual_none","2032","raw","3","0.5765576451861016","0.3333333333333333","0.0006428801028608164"
"NPD-Rice-COCO-43","dual_none","2032","raw","4","0.633005425057027","0.5714285714285714","0.0007500267866709525"
"NPD-Rice-COCO-43","dual_none","2032","raw","5","0.706090577806021","0.16666666666666666","0.0006428801028608164"
"NPD-Rice-COCO-43","dual_none","2032","raw","6","0.7664005683442454","0.8","0.0005357334190506804"
"NPD-Rice-COCO-43","dual_none","2032","raw","7","0.8394324067234329","0.6875","0.0017143469409621772"
"NPD-Rice-COCO-43","dual_none","2032","raw","8","0.9041020497188518","0.75","0.0012857602057216328"
"NPD-Rice-COCO-43","dual_none","2032","raw","9","0.9997010419375171","0.9968719663466724","0.9933569056037715"
"NPD-Rice-COCO-43","dual_none","2032","temperature_scaled","0","0.3552690595792019","0.5","0.00021429336762027214"
"NPD-Rice-COCO-43","dual_none","2032","temperature_scaled","1","0.43903717581817864","0.16666666666666666","0.0006428801028608164"
"NPD-Rice-COCO-43","dual_none","2032","temperature_scaled","2","0.5044314721083714","0.6","0.0010714668381013607"
"NPD-Rice-COCO-43","dual_none","2032","temperature_scaled","3","0.5646910779587953","0.2222222222222222","0.0009643201542912247"
"NPD-Rice-COCO-43","dual_none","2032","temperature_scaled","4","0.637000515345021","0.6666666666666666","0.0009643201542912247"
"NPD-Rice-COCO-43","dual_none","2032","temperature_scaled","5","0.7013434556740907","0.8571428571428571","0.001500053573341905"
"NPD-Rice-COCO-43","dual_none","2032","temperature_scaled","6","0.7643487018631628","0.5454545454545454","0.0011786135219114969"
"NPD-Rice-COCO-43","dual_none","2032","temperature_scaled","7","0.8368718783780775","0.7666666666666667","0.0032144005143040825"
"NPD-Rice-COCO-43","dual_none","2032","temperature_scaled","8","0.9060071785281159","0.8656716417910447","0.007178827815279117"
"NPD-Rice-COCO-43","dual_none","2032","temperature_scaled","9","0.9992525306199774","0.99858310626703","0.9830708239579985"
"NPD-Rice-COCO-43","dual_none","2033","raw","0","0.40350964645298315","1.0","0.00010714668381013607"
"NPD-Rice-COCO-43","dual_none","2033","raw","1","0.5122899407486395","0.75","0.0004285867352405443"
"NPD-Rice-COCO-43","dual_none","2033","raw","2","0.5725055810648213","0.6666666666666666","0.0006428801028608164"
"NPD-Rice-COCO-43","dual_none","2033","raw","3","0.6428446604131741","0.75","0.0004285867352405443"
"NPD-Rice-COCO-43","dual_none","2033","raw","4","0.7038059954511643","0.6","0.0005357334190506804"
"NPD-Rice-COCO-43","dual_none","2033","raw","5","0.7627580398501285","0.4","0.0010714668381013607"
"NPD-Rice-COCO-43","dual_none","2033","raw","6","0.8329320089953138","0.6666666666666666","0.0012857602057216328"
"NPD-Rice-COCO-43","dual_none","2033","raw","7","0.904401773803009","0.75","0.00300010714668381"
"NPD-Rice-COCO-43","dual_none","2033","raw","8","0.9996858050683236","0.9962215265032927","0.9924997321332905"
"NPD-Rice-COCO-43","dual_none","2033","temperature_scaled","0","0.3660137592826516","1.0","0.00010714668381013607"
"NPD-Rice-COCO-43","dual_none","2033","temperature_scaled","1","0.416103594023197","1.0","0.00010714668381013607"
"NPD-Rice-COCO-43","dual_none","2033","temperature_scaled","2","0.5057559172777122","0.5","0.0008571734704810886"
"NPD-Rice-COCO-43","dual_none","2033","temperature_scaled","3","0.5660848489656805","0.6666666666666666","0.0009643201542912247"
"NPD-Rice-COCO-43","dual_none","2033","temperature_scaled","4","0.6322937795730488","0.3076923076923077","0.001392906889531769"
"NPD-Rice-COCO-43","dual_none","2033","temperature_scaled","5","0.7127208183123221","0.9230769230769231","0.001392906889531769"
"NPD-Rice-COCO-43","dual_none","2033","temperature_scaled","6","0.7735723281193908","0.8","0.0021429336762027215"
"NPD-Rice-COCO-43","dual_none","2033","temperature_scaled","7","0.8370438245797014","0.7241379310344828","0.003107253830493946"
"NPD-Rice-COCO-43","dual_none","2033","temperature_scaled","8","0.9053312058818034","0.8225806451612904","0.006643094396228437"
"NPD-Rice-COCO-43","dual_none","2033","temperature_scaled","9","0.9993282330041849","0.9980385746976136","0.9832851173256187"
"NPD-Rice-COCO-43","dual_none","2034","raw","0","0.3931650966258321","0.0","0.00010714668381013607"
"NPD-Rice-COCO-43","dual_none","2034","raw","1","0.5052998828574907","0.6666666666666666","0.0006428801028608164"
"NPD-Rice-COCO-43","dual_none","2034","raw","2","0.5749076959027298","0.16666666666666666","0.0006428801028608164"
"NPD-Rice-COCO-43","dual_none","2034","raw","3","0.6421216880266538","0.5555555555555556","0.0009643201542912247"
"NPD-Rice-COCO-43","dual_none","2034","raw","4","0.7091932949070245","0.375","0.0008571734704810886"
"NPD-Rice-COCO-43","dual_none","2034","raw","5","0.7571262970334419","0.6666666666666666","0.0003214400514304082"
"NPD-Rice-COCO-43","dual_none","2034","raw","6","0.8375242307572125","0.7142857142857143","0.001500053573341905"
"NPD-Rice-COCO-43","dual_none","2034","raw","7","0.9049712217340043","0.7407407407407407","0.0028929604628736743"
"NPD-Rice-COCO-43","dual_none","2034","raw","8","0.9997416204456303","0.9967599092774597","0.99207114539805"
"NPD-Rice-COCO-43","dual_none","2034","temperature_scaled","0","0.36584570479059025","0.5","0.00021429336762027214"
"NPD-Rice-COCO-43","dual_none","2034","temperature_scaled","1","0.436534085029456","0.75","0.0004285867352405443"
"NPD-Rice-COCO-43","dual_none","2034","temperature_scaled","2","0.5111426951346438","0.2727272727272727","0.0011786135219114969"
"NPD-Rice-COCO-43","dual_none","2034","temperature_scaled","3","0.5586040271222266","0.46153846153846156","0.001392906889531769"
"NPD-Rice-COCO-43","dual_none","2034","temperature_scaled","4","0.648025568078078","0.7777777777777778","0.0009643201542912247"
"NPD-Rice-COCO-43","dual_none","2034","temperature_scaled","5","0.706083808308635","0.6363636363636364","0.0023572270438229938"
"NPD-Rice-COCO-43","dual_none","2034","temperature_scaled","6","0.7665854527880754","0.7058823529411765","0.0018214936247723133"
"NPD-Rice-COCO-43","dual_none","2034","temperature_scaled","7","0.8399751468003226","0.8484848484848485","0.0035358405657344907"
"NPD-Rice-COCO-43","dual_none","2034","temperature_scaled","8","0.9052149987198905","0.828125","0.006857387763848709"
"NPD-Rice-COCO-43","dual_none","2034","temperature_scaled","9","0.9991591925279625","0.9987988643808692","0.9812493303332261"
"NPD-Rice-COCO-43","dual_none","2035","raw","0","0.43090323807742636","0.0","0.00021429336762027214"
"NPD-Rice-COCO-43","dual_none","2035","raw","1","0.5115859468184144","0.5","0.0008571734704810886"
"NPD-Rice-COCO-43","dual_none","2035","raw","2","0.5570726388170935","0.3","0.0010714668381013607"
"NPD-Rice-COCO-43","dual_none","2035","raw","3","0.6564625470784464","1.0","0.0003214400514304082"
"NPD-Rice-COCO-43","dual_none","2035","raw","4","0.6935370417122931","0.4","0.0010714668381013607"
"NPD-Rice-COCO-43","dual_none","2035","raw","5","0.7639776293835137","0.5555555555555556","0.0009643201542912247"
"NPD-Rice-COCO-43","dual_none","2035","raw","6","0.8386093147866943","0.6","0.0016072002571520412"
"NPD-Rice-COCO-43","dual_none","2035","raw","7","0.9041346683677892","0.8","0.0016072002571520412"
"NPD-Rice-COCO-43","dual_none","2035","raw","8","0.999641951552098","0.9974084872044056","0.9922854387656702"
"NPD-Rice-COCO-43","dual_none","2035","temperature_scaled","0","0.3753267943779008","0.0","0.0003214400514304082"
"NPD-Rice-COCO-43","dual_none","2035","temperature_scaled","1","0.4277974036919135","0.3333333333333333","0.0006428801028608164"
"NPD-Rice-COCO-43","dual_none","2035","temperature_scaled","2","0.506142842228727","0.4166666666666667","0.0012857602057216328"
"NPD-Rice-COCO-43","dual_none","2035","temperature_scaled","3","0.5727847550398072","0.6153846153846154","0.001392906889531769"
"NPD-Rice-COCO-43","dual_none","2035","temperature_scaled","4","0.6342824591443675","0.5714285714285714","0.001500053573341905"
"NPD-Rice-COCO-43","dual_none","2035","temperature_scaled","5","0.6974915460905904","0.6153846153846154","0.001392906889531769"
"NPD-Rice-COCO-43","dual_none","2035","temperature_scaled","6","0.7737340394331285","0.8333333333333334","0.0019286403085824494"
"NPD-Rice-COCO-43","dual_none","2035","temperature_scaled","7","0.8290760929955928","0.875","0.0034286938819243543"
"NPD-Rice-COCO-43","dual_none","2035","temperature_scaled","8","0.9063694506011802","0.9222222222222223","0.009643201542912247"
"NPD-Rice-COCO-43","dual_none","2035","temperature_scaled","9","0.9991783952902421","0.9986859395532195","0.9784635165541626"
"MultiCrop-88","flat","2026","raw","0","0.3132372321776614","0.0","0.00012871669455528383"
"MultiCrop-88","flat","2026","raw","1","0.37661500924510494","0.5","0.00025743338911056766"
"MultiCrop-88","flat","2026","raw","2","0.4254004121635686","0.0","0.00012871669455528383"
"MultiCrop-88","flat","2026","raw","3","0.5032869133442177","0.41379310344827586","0.003732784142103231"
"MultiCrop-88","flat","2026","raw","4","0.5606906443713615","0.55","0.0025743338911056765"
"MultiCrop-88","flat","2026","raw","5","0.6271031842633724","0.5555555555555556","0.0034753507529926633"
"MultiCrop-88","flat","2026","raw","6","0.706221177163385","0.7142857142857143","0.004505084309434934"
"MultiCrop-88","flat","2026","raw","7","0.7713890478834657","0.6","0.004505084309434934"
"MultiCrop-88","flat","2026","raw","8","0.8399801358971121","0.6666666666666666","0.006950701505985327"
"MultiCrop-88","flat","2026","raw","9","0.9060140783834435","0.6666666666666666","0.01042605225897799"
"MultiCrop-88","flat","2026","raw","10","0.9990593478586812","0.9871726349545697","0.9633157420517441"
"MultiCrop-88","flat","2026","temperature_scaled","0","0.17369707132737894","0.0","0.00025743338911056766"
"MultiCrop-88","flat","2026","temperature_scaled","1","0.3019842041952999","0.4444444444444444","0.0011584502509975544"
"MultiCrop-88","flat","2026","temperature_scaled","2","0.3716323451878514","0.4166666666666667","0.0015446003346634059"
"MultiCrop-88","flat","2026","temperature_scaled","3","0.4409918552235904","0.42857142857142855","0.00270305058566096"
"MultiCrop-88","flat","2026","temperature_scaled","4","0.5005202142347962","0.6511627906976745","0.005534817865877204"
"MultiCrop-88","flat","2026","temperature_scaled","5","0.5647402293494668","0.7115384615384616","0.006693268116874759"
"MultiCrop-88","flat","2026","temperature_scaled","6","0.6351936752814188","0.5517241379310345","0.007465568284206462"
"MultiCrop-88","flat","2026","temperature_scaled","7","0.7017713299359025","0.6274509803921569","0.006564551422319475"
"MultiCrop-88","flat","2026","temperature_scaled","8","0.7671455592515132","0.7571428571428571","0.009010168618869868"
"MultiCrop-88","flat","2026","temperature_scaled","9","0.8350733513232237","0.8313253012048193","0.010683485648088556"
"MultiCrop-88","flat","2026","temperature_scaled","10","0.9047946670613866","0.8627450980392157","0.019693654266958426"
"MultiCrop-88","flat","2026","temperature_scaled","11","0.9969919702345547","0.9926541926541926","0.9286909512163728"
"MultiCrop-88","flat","2027","raw","0","0.38142783751935183","0.25","0.0005148667782211353"
"MultiCrop-88","flat","2027","raw","1","0.41062673404924066","0.3333333333333333","0.00038615008366585146"
"MultiCrop-88","flat","2027","raw","2","0.5089892685171482","0.4375","0.0020594671128845413"
"MultiCrop-88","flat","2027","raw","3","0.5736930085001549","0.3888888888888889","0.002316900501995109"
"MultiCrop-88","flat","2027","raw","4","0.6420947018760385","0.44","0.0032179173638820957"
"MultiCrop-88","flat","2027","raw","5","0.7025558308405346","0.5185185185185185","0.0034753507529926633"
"MultiCrop-88","flat","2027","raw","6","0.7655366249847734","0.6296296296296297","0.0034753507529926633"
"MultiCrop-88","flat","2027","raw","7","0.8355571486420375","0.4411764705882353","0.00437636761487965"
"MultiCrop-88","flat","2027","raw","8","0.9014970161026842","0.6949152542372882","0.007594284978761745"
"MultiCrop-88","flat","2027","raw","9","0.9993109513910877","0.9878242456326098","0.9725833440597246"
"MultiCrop-88","flat","2027","temperature_scaled","0","0.19854688333396767","0.0","0.00012871669455528383"
"MultiCrop-88","flat","2027","temperature_scaled","1","0.24207763617120398","0.5","0.0005148667782211353"
"MultiCrop-88","flat","2027","temperature_scaled","2","0.30143420921477393","0.5","0.0005148667782211353"
"MultiCrop-88","flat","2027","temperature_scaled","3","0.3623934680677329","0.4444444444444444","0.0011584502509975544"
"MultiCrop-88","flat","2027","temperature_scaled","4","0.433486961528536","0.2631578947368421","0.0024456171965503925"
"MultiCrop-88","flat","2027","temperature_scaled","5","0.5045156265904684","0.5","0.004633801003990218"
"MultiCrop-88","flat","2027","temperature_scaled","6","0.5669799097526381","0.5227272727272727","0.005663534560432488"
"MultiCrop-88","flat","2027","temperature_scaled","7","0.6352885595058129","0.5116279069767442","0.005534817865877204"
"MultiCrop-88","flat","2027","temperature_scaled","8","0.7014528600076722","0.717391304347826","0.005920967949543055"
"MultiCrop-88","flat","2027","temperature_scaled","9","0.7640080773556384","0.7727272727272727","0.005663534560432488"
"MultiCrop-88","flat","2027","temperature_scaled","10","0.8323435749951547","0.7375","0.010297335564422706"
"MultiCrop-88","flat","2027","temperature_scaled","11","0.9052004429461001","0.8775510204081632","0.01892135409962672"
"MultiCrop-88","flat","2027","temperature_scaled","12","0.9970026314300666","0.993828853538124","0.9386021366971297"
"MultiCrop-88","flat","2028","raw","0","0.437379372469039","0.6","0.0006435834727764191"
"MultiCrop-88","flat","2028","raw","1","0.5102826855489797","0.38461538461538464","0.0016733170292186897"
"MultiCrop-88","flat","2028","raw","2","0.5672176024704786","0.6666666666666666","0.0019307504183292573"
"MultiCrop-88","flat","2028","raw","3","0.6256550801080535","0.7","0.0025743338911056765"
"MultiCrop-88","flat","2028","raw","4","0.7011732273086222","0.38235294117647056","0.00437636761487965"
"MultiCrop-88","flat","2028","raw","5","0.7658556943891651","0.5909090909090909","0.002831767280216244"
"MultiCrop-88","flat","2028","raw","6","0.8315312377902687","0.6111111111111112","0.004633801003990218"
"MultiCrop-88","flat","2028","raw","7","0.9048846244740185","0.6610169491525424","0.007594284978761745"
"MultiCrop-88","flat","2028","raw","8","0.9992174551837278","0.988631857237277","0.973741794310722"
"MultiCrop-88","flat","2028","temperature_scaled","0","0.15493203156671712","1.0","0.00012871669455528383"
"MultiCrop-88","flat","2028","temperature_scaled","1","0.2435323658335219","0.25","0.0005148667782211353"
"MultiCrop-88","flat","2028","temperature_scaled","2","0.3112344959675033","1.0","0.00025743338911056766"
"MultiCrop-88","flat","2028","temperature_scaled","3","0.3699478191026875","0.25","0.0010297335564422706"
"MultiCrop-88","flat","2028","temperature_scaled","4","0.43894858639640344","0.5294117647058824","0.002188183807439825"
"MultiCrop-88","flat","2028","temperature_scaled","5","0.5042803705030381","0.6451612903225806","0.0039902175312137985"
"MultiCrop-88","flat","2028","temperature_scaled","6","0.5637814075041371","0.5581395348837209","0.005534817865877204"
"MultiCrop-88","flat","2028","temperature_scaled","7","0.6324747567199578","0.5476190476190477","0.00540610117132192"
"MultiCrop-88","flat","2028","temperature_scaled","8","0.6993003364208238","0.6923076923076923","0.006693268116874759"
"MultiCrop-88","flat","2028","temperature_scaled","9","0.7675050485015584","0.7454545454545455","0.00707941820054061"
"MultiCrop-88","flat","2028","temperature_scaled","10","0.8344083497612645","0.9","0.011584502509975544"
"MultiCrop-88","flat","2028","temperature_scaled","11","0.905357251196366","0.864516129032258","0.019951087656068994"
"MultiCrop-88","flat","2028","temperature_scaled","12","0.9967305787013845","0.9938093272802311","0.9356416527223581"
"MultiCrop-88","flat","2029","raw","0","0.3101144295075508","0.0","0.00012871669455528383"
"MultiCrop-88","flat","2029","raw","1","0.4411415662827826","0.2","0.0006435834727764191"
"MultiCrop-88","flat","2029","raw","2","0.504901564937995","0.36363636363636365","0.001415883640108122"
"MultiCrop-88","flat","2029","raw","3","0.565338089565878","0.42857142857142855","0.0018020337237739735"
"MultiCrop-88","flat","2029","raw","4","0.6411830068997506","0.6666666666666666","0.0019307504183292573"
"MultiCrop-88","flat","2029","raw","5","0.7037520658426344","0.47058823529411764","0.002188183807439825"
"MultiCrop-88","flat","2029","raw","6","0.7613578015853332","0.5","0.0038615008366585145"
"MultiCrop-88","flat","2029","raw","7","0.8344254482039553","0.6333333333333333","0.0038615008366585145"
"MultiCrop-88","flat","2029","raw","8","0.9077485700630669","0.6470588235294118","0.006564551422319475"
"MultiCrop-88","flat","2029","raw","9","0.9993181173174007","0.9857801184990125","0.9776032951473806"
"MultiCrop-88","flat","2029","temperature_scaled","0","0.17118711953844917","0.0","0.00025743338911056766"
"MultiCrop-88","flat","2029","temperature_scaled","1","0.23946707240153522","0.6666666666666666","0.00038615008366585146"
"MultiCrop-88","flat","2029","temperature_scaled","2","0.3083551879842469","0.2","0.0006435834727764191"
"MultiCrop-88","flat","2029","temperature_scaled","3","0.37406894128962953","0.2222222222222222","0.0011584502509975544"
"MultiCrop-88","flat","2029","temperature_scaled","4","0.44048990623495254","0.3333333333333333","0.0015446003346634059"
"MultiCrop-88","flat","2029","temperature_scaled","5","0.49435185548280625","0.6071428571428571","0.003604067447547947"
"MultiCrop-88","flat","2029","temperature_scaled","6","0.5638303817834119","0.5294117647058824","0.00437636761487965"
"MultiCrop-88","flat","2029","temperature_scaled","7","0.6326057632819754","0.5625","0.006178401338653623"
"MultiCrop-88","flat","2029","temperature_scaled","8","0.7060570717275058","0.7272727272727273","0.004247650920324366"
"MultiCrop-88","flat","2029","temperature_scaled","9","0.7701786688590019","0.7076923076923077","0.00836658514609345"
"MultiCrop-88","flat","2029","temperature_scaled","10","0.8325842976850815","0.8214285714285714","0.01081220234264384"
"MultiCrop-88","flat","2029","temperature_scaled","11","0.9044249735994102","0.8181818181818182","0.019822370961513708"
"MultiCrop-88","flat","2029","temperature_scaled","12","0.9970749047450341","0.993828853538124","0.9386021366971297"
"MultiCrop-88","flat","2030","raw","0","0.30690448938653014","0.0","0.00012871669455528383"
"MultiCrop-88","flat","2030","raw","1","0.34632326213913955","0.0","0.00012871669455528383"
"MultiCrop-88","flat","2030","raw","2","0.4183143826436072","1.0","0.00012871669455528383"
"MultiCrop-88","flat","2030","raw","3","0.5119218844217505","0.2","0.0012871669455528382"
"MultiCrop-88","flat","2030","raw","4","0.5684697745831244","0.7","0.0025743338911056765"
"MultiCrop-88","flat","2030","raw","5","0.6336452353780415","0.6153846153846154","0.0016733170292186897"
"MultiCrop-88","flat","2030","raw","6","0.6984578010287867","0.7368421052631579","0.0024456171965503925"
"MultiCrop-88","flat","2030","raw","7","0.773585677175591","0.5","0.0030892006693268117"
"MultiCrop-88","flat","2030","raw","8","0.8361090738918479","0.4827586206896552","0.003732784142103231"
"MultiCrop-88","flat","2030","raw","9","0.9022201196288996","0.6122448979591837","0.006307118033208907"
"MultiCrop-88","flat","2030","raw","10","0.9993433019612536","0.9865824782951855","0.9785043120092676"
"MultiCrop-88","flat","2030","temperature_scaled","0","0.18780598478501986","0.0","0.00012871669455528383"
"MultiCrop-88","flat","2030","temperature_scaled","1","0.22984854244557618","0.5","0.00025743338911056766"
"MultiCrop-88","flat","2030","temperature_scaled","2","0.30098848171333736","0.3333333333333333","0.00038615008366585146"
"MultiCrop-88","flat","2030","temperature_scaled","3","0.36773734609930175","0.5","0.0010297335564422706"
"MultiCrop-88","flat","2030","temperature_scaled","4","0.43612286073358586","0.5","0.0018020337237739735"
"MultiCrop-88","flat","2030","temperature_scaled","5","0.4974772926155428","0.5641025641025641","0.005019951087656069"
"MultiCrop-88","flat","2030","temperature_scaled","6","0.5701542077046071","0.5517241379310345","0.003732784142103231"
"MultiCrop-88","flat","2030","temperature_scaled","7","0.6345012420703872","0.6136363636363636","0.005663534560432488"
"MultiCrop-88","flat","2030","temperature_scaled","8","0.6974045007961613","0.5588235294117647","0.00437636761487965"
"MultiCrop-88","flat","2030","temperature_scaled","9","0.7654496765839005","0.7272727272727273","0.008495301840648731"
"MultiCrop-88","flat","2030","temperature_scaled","10","0.8354957082339386","0.8636363636363636","0.011327069120864976"
"MultiCrop-88","flat","2030","temperature_scaled","11","0.9051662624138616","0.8552631578947368","0.01956493757240314"
"MultiCrop-88","flat","2030","temperature_scaled","12","0.996275344001938","0.9938263136232679","0.9382159866134637"
"MultiCrop-88","flat","2031","raw","0","0.46049956045032825","1.0","0.00025743338911056766"
"MultiCrop-88","flat","2031","raw","1","0.5148645937617751","0.4444444444444444","0.0011584502509975544"
"MultiCrop-88","flat","2031","raw","2","0.5681807872221034","0.5789473684210527","0.0024456171965503925"
"MultiCrop-88","flat","2031","raw","3","0.6373295312662881","0.5555555555555556","0.002316900501995109"
"MultiCrop-88","flat","2031","raw","4","0.7069703841317388","0.4375","0.0020594671128845413"
