dataset,configuration,configuration_label,seeds,host_accuracy_pct_mean,host_accuracy_pct_sd,pre_tci_hdr_pct_mean,pre_tci_hdr_pct_sd,post_tci_hdr_pct_mean,post_tci_hdr_pct_sd,delta_accuracy_pp_mean,delta_accuracy_pp_sd,delta_macro_f1_pp_mean,delta_macro_f1_pp_sd,delta_cher_pp_mean,delta_cher_pp_sd,changed_predictions_mean,changed_predictions_sd
NPD-Rice-COCO-43,dual_none,"Dual, no penalty",10,99.97749919639986,0.0033882756457389498,0.004285867352405443,0.005533030959973452,0.0,0.0,0.0010714668381027082,0.0033882756457434436,0.0008449499057689991,0.00308545648108321,-0.0010714668381013603,0.003388275645739181,0.4,0.5163977794943223
NPD-Rice-COCO-43,dual_mae,Dual + MAE,5,99.97642772956178,0.004791745371262479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPD-Rice-COCO-43,dual_kl,Dual + KL(q || p^h),5,99.97642772956178,0.004791745371262479,0.0021429336762027215,0.004791745371262809,0.0,0.0,0.002142933676202574,0.004791745371262478,0.0018907788770206936,0.004227910099438986,-0.002142933676202723,0.004791745371262811,0.2,0.44721359549995804
MultiCrop-88,dual_none,"Dual, no penalty",10,99.71553610503281,0.024609997682581153,0.10168618869867423,0.026063144203007576,0.0,0.0,0.012871669455526558,0.0332345076260977,0.033450237703958406,0.11555912073940629,-0.02188183807439824,0.03693369239568772,7.9,2.0248456731316584
MultiCrop-88,dual_mae,Dual + MAE,5,99.70910027030506,0.03477733578609113,0.07208134895095894,0.026691261878398407,0.0,0.0,-0.005148667782211192,0.019520853247658985,-0.008854285528690298,0.06966795741638501,0.00772300167331702,0.01952085324765493,5.6,2.073644135332772
MultiCrop-88,dual_kl,Dual + KL(q || p^h),5,99.74514094478053,0.027905114414568638,0.0669326811687476,0.010769211308200223,0.0,0.0,0.018020337237743433,0.029632808426364312,0.09971513282692968,0.14730713956637656,-0.020594671128845405,0.023382548750913817,5.2,0.8366600265340756
Agri-Foundation-145k,dual_none,"Dual, no penalty",10,96.99872593918943,0.046629610303192355,1.1442443442030235,0.051639634641417166,0.0,0.0,0.016184015701941234,0.035823577162029815,0.16867196153357752,0.3764942870050957,-0.13704762232705486,0.050445888638568644,332.3,14.996666296213968
Agri-Foundation-145k,dual_mae,Dual + MAE,5,96.89198030370855,0.11320382496997755,1.1480320925587963,0.04413744759247781,0.0,0.0,-0.002066044557690816,0.03877466550121821,0.07907974076581895,0.20741973412604583,-0.0998588202885573,0.0440971332766286,333.4,12.817956155331473
Agri-Foundation-145k,dual_kl,Dual + KL(q || p^h),5,97.0180090217279,0.03511600505211769,0.8608518990392893,0.046581554555520384,0.0,0.0,-0.014462311903861292,0.04628790334742123,-0.0032523434235045556,0.2656638318107529,-0.05165111394235735,0.03050866903114453,250.0,13.527749258468683
